longitude,latitude
-87.74517217791391,41.871608050522994
-87.80317598719213,41.88684830347631
-87.78366103293801,41.88715939826551
-87.83802598504772,41.984294057828016
-87.62618878473234,41.88322001293653
-87.63172207547264,41.875567625950715
-87.64757831015247,41.89118929406765
-87.68561725654831,42.06398654414921
-87.74361697430824,41.961486633040835
-87.62146281101369,41.8218151964997
-87.63116917003116,41.79541826211501
-87.70615542049478,41.88432109621861
-87.62517835384935,41.750412342729696
-87.64917726687139,41.91065458056037
-87.63102579710096,41.81033813281231
-87.68354292586837,42.04771009459835
-87.6747361074464,41.94702865537701
-87.69482291545437,41.854279630327355
-87.63088601833961,41.88573698625938
-87.62781338044591,41.88480886783524
-87.67953792271051,42.03345571051573
-87.725624930077,41.87388872444464
-87.72917726558204,41.952940261723505
-87.6691601248801,41.85790770843142
-87.61554588356856,41.780129716720246
-87.61832410779981,41.795176653771136
-87.68356032638904,42.05416022489172
-87.74534200985961,41.851924714963396
-87.65852996352429,41.973453322879514
-87.63397336028807,41.888967933815984
-87.62817635256233,41.89667121282868
-87.63385352993139,41.882695018498964
-87.65773404557505,41.96425415994733
-87.79378335175879,41.8869875216134
-87.73795637168769,41.7866135510346
-87.65521427917491,41.89607523740354
-87.63373997596631,41.87872328348997
-87.65264430600404,41.9182165680886
-87.65212799206752,41.88557678872635
-87.75498649428108,41.88716322654387
-87.6058574174785,41.780308767768915
-87.6610607008597,42.0010733596017
-87.62820914456076,41.876908340423775
-87.62747911770376,41.874039244054394
-87.8593877016713,41.98350728784708
-87.62658988700281,41.86740495963631
-87.69411112481461,41.96620994947778
-87.65945550927005,41.87588563477907
-87.70597829539031,41.87442550900997
-87.71235935057341,41.93813166977897
-87.68160198666094,42.04165464471751
-87.63100044907034,41.78053433456899
-87.66954322799872,41.871563004328266
-87.65362593077104,41.94742799746875
-87.64813110426746,41.84690144087428
-87.72444964277845,41.79988782039872
-87.70165573251133,41.966146895889715
-87.67832941601363,42.02761184862187
-87.65866841969589,41.97798399254405
-87.66360955994172,41.94381225617526
-87.61850159987594,41.80209158434365
-87.69072951855928,42.0731527622841
-87.71909930215281,41.9473601024952
-87.77413525552275,41.887292784706375
-87.61882612858349,41.80920883501687
-87.90184840013661,41.97887673887917
-87.62588147448886,41.831678021663535
-87.67495574333226,41.95452313953493
-87.67516539063618,41.96175171130978
-87.76089227927595,41.97063413812226
-87.65313085718888,41.93273150100663
-87.62937770045221,41.88070346119076
-87.76564950550599,41.887389014441396
-87.63096782627767,41.853205796014315
-87.7085413860205,41.92972804225143
-87.68850260590037,41.96625004821776
-87.6294400596467,41.88316442656523
-87.6768857202498,41.884966194456915
-87.65326645004653,41.936032602681166
-87.74722101369109,42.02624389455922
-87.64964223079026,41.8755162091606
-87.71488026411758,41.85399195494557
-87.66531166332861,41.83935587879333
-87.67743665449984,41.90974379246453
-87.68333688171246,42.05828247066971
-87.81731777906768,41.87425731129019
-87.69623421620008,41.88421953162615
-87.62441474538349,41.722375984242476
-87.63930216454519,41.910409180297236
-87.67394587971816,41.87563542876877
-87.68058736862578,41.829560088047614
-87.6690921120182,42.01587618094786
-87.62609789982032,41.879510219372655
-87.6669509366128,41.885311395579535
-87.68517922105977,41.854396837500744
-87.65849296173627,41.96913894081545
-87.756692014772,41.851773309963825
-87.65492939219291,41.95377494743192
-87.6590758588342,41.990259494019185
-87.70884379252877,41.966092607037865
-87.63173383435944,41.87685533507961
-87.80696087265021,41.873490051902145
-87.6528658377562,41.9250513685894
-87.68843451104553,41.87552957397782
-87.67863488433056,41.96641097276443
-87.63141229300709,41.90392031283341
-87.6638448484402,41.77895340563769
-87.63594665706665,41.89677417178116
-87.62580935004172,41.76836786586706
-87.62740238294732,41.86736766601225
-87.6659090897442,42.00836181944307
-87.62769645951258,41.88074455879221
-87.62640238492894,41.85311508341227
-87.6873643813982,41.916157429131374
-87.6728924507902,42.01906322017403
-87.63063629512068,41.831190560189036
-87.61903578127783,41.81646322287744
-87.64098421671696,41.875538904999026
-87.66649606690225,41.90335508549131
-87.62475307324942,41.73537121137496
-87.6968897987879,41.92193917150245
-87.70432066571871,41.804348408754976
-87.72540376831816,41.88541197969969
-87.74469840019538,41.88651935351997
-87.72432672502005,41.85385683122457
-87.65338048799256,41.93975074615252
-87.644023127218,41.779027868120906
-87.75191862595247,42.03895069338699
-87.62783518066094,41.88574041081893
-87.6840649867607,41.80468356005486
-87.64177130414286,41.88570342367616
-87.62929566463735,41.87818251886981
-87.62759609756428,41.87815275695708
-87.67597409605341,41.854514862029305
-87.79160214979832,41.8721079742148
-87.65884028505945,41.983504225254826
-87.65920227948938,41.99366426103332
-87.67088394357924,41.94370914853046
-87.77678526925513,41.87088639373906
-87.71314203532829,41.96792815152359
-87.62802125739587,41.891665201383724
-87.70542795670059,41.854130586664574
-87.71652283291752,41.88490437974896
-87.73326365861335,41.85375068701122
-87.80889493503287,41.982323370406654
